,E_b,a,E_grid
0,0.0,-1.071484305189059,0.0
1,0.0,0.0,1.642466345547341
2,0.0,0.0,0.0
3,0.0,0.0,5.025541616809978
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,3.399614322316085
7,0.4725068832,0.525007648,0.0
8,1.4218922205,1.054872597,0.0
9,2.3401224106683287,1.0202557668536985,0.0
10,2.3401224106683287,0.0,6.106887417092849
11,0.11790018844610639,-2.0,5.880274100629914
12,0.84529759354898,0.8082193390031929,0.0
13,1.6954051692489802,0.9445639730000001,0.0
14,1.6954051692489802,0.0,1.747552049161578
15,1.6954051692489802,0.0,0.07768060038706603
16,1.6954051692489802,0.0,2.531739006957697
17,0.0,-1.525864652324082,6.104137786676499
18,0.0,0.0,2.929258101412276
19,0.0,0.0,3.65805050194665
20,0.0,0.0,1.5837842135193159
21,0.0,0.0,0.48213165923075263
22,0.0,0.0,1.113140904002591
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.536742154567973
31,0.0,0.0,3.778201734773209
32,0.9098081937,1.010897993,0.0
33,0.0,-0.8188273743299999,5.163765212303297
34,1.0090068540061785,1.1211187266735316,0.0
35,1.0090068540061785,0.0,1.0408877823451925
36,1.0412155044998146,0.035787389437373474,0.0
37,1.6670067696998148,0.6953236280000001,0.0
38,1.6670067696998148,0.0,1.6737562349431923
39,1.6670067696998148,0.0,6.494705144298058
40,0.0,-1.500306092729833,1.537677513283349
41,0.0,0.0,4.667023476138823
42,0.0,0.0,2.308818690872473
43,0.0,0.0,8.067369331960936
44,0.0,0.0,8.700356021146826
45,0.0,0.0,0.9286453229523052
46,0.0,0.0,3.2426815591474347
47,0.0,0.0,2.0509411837363767
48,0.0,0.0,0.26172942197044247
49,0.0,0.0,2.9804204368166625
50,0.0,0.0,3.81073177310139
51,0.0,0.0,1.0078149649693002
52,0.0,0.0,1.0036611538420126
53,0.0,0.0,0.966058474212038
54,0.0,0.0,1.7586062351531415
55,0.0,0.0,5.818613628543735
56,0.0,0.0,1.683398366641275
57,0.0,0.0,9.136599985366864
58,0.0,0.0,3.094152320527364
59,0.6101502552,0.6779447279999999,0.0
60,0.0,-0.54913522968,5.333342981014622
61,0.0,0.0,0.015696666126513048
62,0.0,0.0,3.2395688276127883
63,0.0,0.0,9.117006866773961
64,0.0,0.0,0.0
65,0.0,0.0,0.40251104628339374
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,4.4635928600206976
69,0.0,0.0,3.580559152130405
70,0.0,0.0,0.18349946441592868
71,0.0,0.0,3.0149125631426803
72,0.0,0.0,0.6819670364698275
73,0.0,0.0,1.4879780182922897
74,0.0,0.0,0.0
75,0.0,0.0,5.3039741127913524
76,0.0,0.0,0.0
77,0.0,0.0,0.7220947542186837
78,0.0,0.0,2.301695535093983
79,0.24049660770000003,0.267218453,0.0
80,0.0,-0.21644694693,2.1735570966452378
81,0.0,0.0,1.9863676692940857
82,0.0,0.0,5.171108823873963
83,0.0,0.0,4.090635468194068
84,0.5032800000000001,0.5592,0.0
85,0.8654066352,0.402362928,0.0
86,0.8654066352,0.0,4.025453439854249
87,0.0,-0.7788659716799999,3.606905294432581
88,0.0,0.0,0.0
89,0.0,0.0,6.201776988175492
90,0.0,0.0,3.3787324682533937
91,0.0,0.0,2.977550882884912
92,0.0,0.0,2.178415957828224
93,0.0,0.0,3.8983924833227412
94,0.0,0.0,0.0
95,0.0,0.0,3.0016479067814577
96,0.0,0.0,1.4859439404300008
97,0.0,0.0,0.5857294625102413
98,0.0,0.0,3.0670629969899066
99,0.0,0.0,0.0
100,0.0,0.0,3.033042981481546
101,0.0,0.0,2.737156095207189
102,0.026413582499999998,0.029348424999999997,0.0
103,0.026413582499999998,0.0,1.0696413813133818
104,0.026413582499999998,0.0,1.3541939223973687
105,0.0,-0.023772224249999994,7.482612298879097
106,0.0,0.0,4.234489662729649
107,0.0,0.0,1.4753179368302194
108,0.05183785426801879,0.05759761585335421,0.0
109,0.05183785426801879,0.0,1.4221810108419848
110,0.3721457005680188,0.355897607,0.0
111,0.3984760330680188,0.029255925,0.0
112,0.3984760330680188,0.0,1.0855078638589961
113,0.0,-0.3586284297612169,4.894427019299893
114,0.0,0.0,5.947641015498524
115,0.0,0.0,6.0212322125348265
116,0.0,0.0,6.6878201001272215
117,0.0,0.0,1.2222161509523617
118,0.0,0.0,6.6258764717593195
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,0.0,0.0,2.4747914019592123
122,0.0,0.0,0.9528398598469522
123,0.0,0.0,2.5176494157317615
124,0.0,0.0,3.208359990070031
125,0.0,0.0,4.2902273266496405
126,0.0,0.0,4.2935692864297605
127,0.3645625833,0.40506953700000004,0.0
128,0.3645625833,0.0,5.0669143307232964
129,0.0,-0.32810632497,2.3122948264784875
130,0.0,0.0,4.871667105939759
131,0.0,0.0,0.9609163801564826
132,0.4279621181947773,0.47551346466086364,0.0
133,0.4279621181947773,0.0,2.012996118455358
134,0.0,-0.3851659063752995,1.774761258065538
135,0.0,0.0,4.079537746738474
136,0.0,0.0,2.790069044354658
137,0.0,0.0,6.957623783684159
138,0.0,0.0,2.8508802967336413
139,0.0,0.0,3.3630083506130126
140,0.0,0.0,4.172378897702933
141,0.0,0.0,0.2514517632603518
142,0.0,0.0,0.0
143,0.0,0.0,0.0
144,0.0,0.0,6.724490802222799
145,0.0,0.0,2.2067226400805464
146,0.0,0.0,4.035185704796568
147,0.0,0.0,0.0
148,0.0,0.0,1.9073959592228613
149,0.0,0.0,2.939832544553859
150,0.0,0.0,1.3419053153343994
151,0.0,0.0,3.7380496534289387
152,0.0,0.0,1.2629835556119315
153,1.037754292797811,1.153060325330901,0.0
