,E_b,a,E_grid
0,0.0,-1.9999999999999991,4.638690727326485
1,0.0,0.0,2.0314871726998494
2,0.0,0.0,2.1586564954730885
3,0.0,0.0,1.099062755687659
4,0.0,0.0,3.800815258649357
5,0.0,0.0,0.0
6,0.0,0.0,7.39462352843296
7,0.0,0.0,0.41988927120979436
8,0.0,0.0,1.789864245114197
9,0.0,0.0,1.14303302104518
10,0.0,0.0,8.985769651089948
11,0.22493448989577752,0.24992721099530835,0.0
12,1.005608177120091,0.867415208027015,0.0
13,1.005608177120091,0.0,0.34575978266316865
14,0.0,-0.9050473594080819,2.8451175022627933
15,0.0,0.0,0.005217465371938346
16,0.0,0.0,3.2401435848991285
17,0.0,0.0,4.564283164157256
18,0.0,0.0,5.604427493431186
19,0.0,0.0,5.865630427431645
20,0.0,0.0,2.198761645574158
21,0.0,0.0,4.074447419679228
22,0.0,0.0,3.383181441185591
23,0.0,0.0,2.6199886778037365
24,0.0,0.0,2.4867118985288235
25,0.0,0.0,0.0
26,0.0,0.0,0.5992195489627037
27,0.0,0.0,0.0
28,0.0,0.0,0.3942238407479681
29,0.0,0.0,2.315710933476372
30,0.0,0.0,0.8066784965493818
31,0.3069012663,0.341001407,0.0
32,0.3069012663,0.0,1.7040218277608008
33,0.0,-0.27621113966999994,4.905270454332561
34,1.12637187,1.2515243,0.0
35,2.6057867047540224,1.6437942608378027,0.0
36,4.125634545454023,1.6887198230000002,0.0
37,4.125634545454023,0.0,1.0625457726341843
38,1.9034123232318008,-2.0,3.3814077792197406
39,1.9034123232318008,0.0,7.284088321154671
40,0.0,-1.7130710909086204,1.8632578043681498
41,0.0,0.0,1.5697420718303277
42,0.0,0.0,4.7256834124983245
43,0.0,0.0,8.149909202055493
44,0.0,0.0,5.961615509552058
45,0.0,0.0,0.41600870686129343
46,0.0,0.0,2.556830969334932
47,0.0,0.0,6.335510272957684
48,0.0,0.0,2.370317904963258
49,0.0,0.0,4.269406219414838
50,0.0,0.0,2.645340639911655
