Timestamp,t,solar_radiation (kJ/m2)
12/31/2014 23:59,0,0
1/1/2015 0:14,0.25,0
1/1/2015 0:29,0.5,0
1/1/2015 0:44,0.75,0
1/1/2015 0:59,1,0
1/1/2015 1:14,1.25,0
1/1/2015 1:29,1.5,0
1/1/2015 1:44,1.75,0
1/1/2015 1:59,2,0
1/1/2015 2:14,2.25,0
1/1/2015 2:29,2.5,0
1/1/2015 2:44,2.75,0
1/1/2015 2:59,3,0
1/1/2015 3:14,3.25,0
1/1/2015 3:29,3.5,0
1/1/2015 3:44,3.75,0
1/1/2015 3:59,4,0
1/1/2015 4:14,4.25,0
1/1/2015 4:29,4.5,0
1/1/2015 4:44,4.75,0
1/1/2015 4:59,5,0
1/1/2015 5:14,5.25,0
1/1/2015 5:29,5.5,0
1/1/2015 5:44,5.75,0
1/1/2015 5:59,6,0
1/1/2015 6:14,6.25,0
1/1/2015 6:29,6.5,0
1/1/2015 6:44,6.75,0
1/1/2015 6:59,7,0
1/1/2015 7:14,7.25,0
1/1/2015 7:29,7.5,0
1/1/2015 7:44,7.75,0
1/1/2015 7:59,8,0
1/1/2015 8:14,8.25,20
1/1/2015 8:29,8.5,20
1/1/2015 8:44,8.75,20
1/1/2015 8:59,9,20
1/1/2015 9:14,9.25,90
1/1/2015 9:29,9.5,90
1/1/2015 9:44,9.75,90
1/1/2015 9:59,10,90
1/1/2015 10:14,10.25,190
1/1/2015 10:29,10.5,190
1/1/2015 10:44,10.75,190
1/1/2015 10:59,11,190
1/1/2015 11:14,11.25,290
1/1/2015 11:29,11.5,290
1/1/2015 11:44,11.75,290
1/1/2015 11:59,12,290
1/1/2015 12:14,12.25,440
1/1/2015 12:29,12.5,440
1/1/2015 12:44,12.75,440
1/1/2015 12:59,13,440
1/1/2015 13:14,13.25,460
1/1/2015 13:29,13.5,460
1/1/2015 13:44,13.75,460
1/1/2015 13:59,14,460
1/1/2015 14:14,14.25,360
1/1/2015 14:29,14.5,360
1/1/2015 14:44,14.75,360
1/1/2015 14:59,15,360
1/1/2015 15:14,15.25,210
1/1/2015 15:29,15.5,210
1/1/2015 15:44,15.75,210
1/1/2015 15:59,16,210
1/1/2015 16:14,16.25,90
1/1/2015 16:29,16.5,90
1/1/2015 16:44,16.75,90
1/1/2015 16:59,17,90
1/1/2015 17:14,17.25,0
1/1/2015 17:29,17.5,0
1/1/2015 17:44,17.75,0
1/1/2015 17:59,18,0
1/1/2015 18:14,18.25,0
1/1/2015 18:29,18.5,0
1/1/2015 18:44,18.75,0
1/1/2015 18:59,19,0
1/1/2015 19:14,19.25,0
1/1/2015 19:29,19.5,0
1/1/2015 19:44,19.75,0
1/1/2015 19:59,20,0
1/1/2015 20:14,20.25,0
1/1/2015 20:29,20.5,0
1/1/2015 20:44,20.75,0
1/1/2015 20:59,21,0
1/1/2015 21:14,21.25,0
1/1/2015 21:29,21.5,0
1/1/2015 21:44,21.75,0
1/1/2015 21:59,22,0
1/1/2015 22:14,22.25,0
1/1/2015 22:29,22.5,0
1/1/2015 22:44,22.75,0
1/1/2015 22:59,23,0
1/1/2015 23:14,23.25,0
1/1/2015 23:29,23.5,0
1/1/2015 23:44,23.75,0
1/1/2015 23:59,24,0
1/2/2015 0:14,24.25,0
1/2/2015 0:29,24.5,0
1/2/2015 0:44,24.75,0
1/2/2015 0:59,25,0
1/2/2015 1:14,25.25,0
1/2/2015 1:29,25.5,0
1/2/2015 1:44,25.75,0
1/2/2015 1:59,26,0
1/2/2015 2:14,26.25,0
1/2/2015 2:29,26.5,0
1/2/2015 2:44,26.75,0
1/2/2015 2:59,27,0
1/2/2015 3:14,27.25,0
1/2/2015 3:29,27.5,0
1/2/2015 3:44,27.75,0
1/2/2015 3:59,28,0
1/2/2015 4:14,28.25,0
1/2/2015 4:29,28.5,0
1/2/2015 4:44,28.75,0
1/2/2015 4:59,29,0
1/2/2015 5:14,29.25,0
1/2/2015 5:29,29.5,0
1/2/2015 5:44,29.75,0
1/2/2015 5:59,30,0
1/2/2015 6:14,30.25,0
1/2/2015 6:29,30.5,0
1/2/2015 6:44,30.75,0
1/2/2015 6:59,31,0
1/2/2015 7:14,31.25,0
1/2/2015 7:29,31.5,0
1/2/2015 7:44,31.75,0
1/2/2015 7:59,32,0
1/2/2015 8:14,32.25,20
1/2/2015 8:29,32.5,20
1/2/2015 8:44,32.75,20
1/2/2015 8:59,33,20
1/2/2015 9:14,33.25,180
1/2/2015 9:29,33.5,180
1/2/2015 9:44,33.75,180
1/2/2015 9:59,34,180
1/2/2015 10:14,34.25,780
1/2/2015 10:29,34.5,780
1/2/2015 10:44,34.75,780
1/2/2015 10:59,35,780
1/2/2015 11:14,35.25,1206
1/2/2015 11:29,35.5,1206
1/2/2015 11:44,35.75,1206
1/2/2015 11:59,36,1206
1/2/2015 12:14,36.25,1403
1/2/2015 12:29,36.5,1403
1/2/2015 12:44,36.75,1403
1/2/2015 12:59,37,1403
1/2/2015 13:14,37.25,1358
1/2/2015 13:29,37.5,1358
1/2/2015 13:44,37.75,1358
1/2/2015 13:59,38,1358
1/2/2015 14:14,38.25,940
1/2/2015 14:29,38.5,940
1/2/2015 14:44,38.75,940
1/2/2015 14:59,39,940
1/2/2015 15:14,39.25,240
1/2/2015 15:29,39.5,240
1/2/2015 15:44,39.75,240
1/2/2015 15:59,40,240
1/2/2015 16:14,40.25,100
1/2/2015 16:29,40.5,100
1/2/2015 16:44,40.75,100
1/2/2015 16:59,41,100
1/2/2015 17:14,41.25,10
1/2/2015 17:29,41.5,10
1/2/2015 17:44,41.75,10
1/2/2015 17:59,42,10
1/2/2015 18:14,42.25,0
1/2/2015 18:29,42.5,0
1/2/2015 18:44,42.75,0
1/2/2015 18:59,43,0
1/2/2015 19:14,43.25,0
1/2/2015 19:29,43.5,0
1/2/2015 19:44,43.75,0
1/2/2015 19:59,44,0
1/2/2015 20:14,44.25,0
1/2/2015 20:29,44.5,0
1/2/2015 20:44,44.75,0
1/2/2015 20:59,45,0
1/2/2015 21:14,45.25,0
1/2/2015 21:29,45.5,0
1/2/2015 21:44,45.75,0
1/2/2015 21:59,46,0
1/2/2015 22:14,46.25,0
1/2/2015 22:29,46.5,0
1/2/2015 22:44,46.75,0
1/2/2015 22:59,47,0
1/2/2015 23:14,47.25,0
1/2/2015 23:29,47.5,0
1/2/2015 23:44,47.75,0
1/2/2015 23:59,48,0
1/3/2015 0:14,48.25,0
1/3/2015 0:29,48.5,0
1/3/2015 0:44,48.75,0
1/3/2015 0:59,49,0
1/3/2015 1:14,49.25,0
1/3/2015 1:29,49.5,0
1/3/2015 1:44,49.75,0
1/3/2015 1:59,50,0
1/3/2015 2:14,50.25,0
1/3/2015 2:29,50.5,0
1/3/2015 2:44,50.75,0
1/3/2015 2:59,51,0
1/3/2015 3:14,51.25,0
1/3/2015 3:29,51.5,0
1/3/2015 3:44,51.75,0
1/3/2015 3:59,52,0
1/3/2015 4:14,52.25,0
1/3/2015 4:29,52.5,0
1/3/2015 4:44,52.75,0
1/3/2015 4:59,53,0
1/3/2015 5:14,53.25,0
1/3/2015 5:29,53.5,0
1/3/2015 5:44,53.75,0
1/3/2015 5:59,54,0
1/3/2015 6:14,54.25,0
1/3/2015 6:29,54.5,0
1/3/2015 6:44,54.75,0
1/3/2015 6:59,55,0
1/3/2015 7:14,55.25,0
1/3/2015 7:29,55.5,0
1/3/2015 7:44,55.75,0
1/3/2015 7:59,56,0
1/3/2015 8:14,56.25,10
1/3/2015 8:29,56.5,10
1/3/2015 8:44,56.75,10
1/3/2015 8:59,57,10
1/3/2015 9:14,57.25,190
1/3/2015 9:29,57.5,190
1/3/2015 9:44,57.75,190
1/3/2015 9:59,58,190
1/3/2015 10:14,58.25,440
1/3/2015 10:29,58.5,440
1/3/2015 10:44,58.75,440
1/3/2015 10:59,59,440
1/3/2015 11:14,59.25,450
1/3/2015 11:29,59.5,450
1/3/2015 11:44,59.75,450
1/3/2015 11:59,60,450
1/3/2015 12:14,60.25,420
1/3/2015 12:29,60.5,420
1/3/2015 12:44,60.75,420
1/3/2015 12:59,61,420
1/3/2015 13:14,61.25,380
1/3/2015 13:29,61.5,380
1/3/2015 13:44,61.75,380
1/3/2015 13:59,62,380
1/3/2015 14:14,62.25,280
1/3/2015 14:29,62.5,280
1/3/2015 14:44,62.75,280
1/3/2015 14:59,63,280
1/3/2015 15:14,63.25,240
1/3/2015 15:29,63.5,240
1/3/2015 15:44,63.75,240
1/3/2015 15:59,64,240
1/3/2015 16:14,64.25,90
1/3/2015 16:29,64.5,90
1/3/2015 16:44,64.75,90
1/3/2015 16:59,65,90
1/3/2015 17:14,65.25,0
1/3/2015 17:29,65.5,0
1/3/2015 17:44,65.75,0
1/3/2015 17:59,66,0
1/3/2015 18:14,66.25,0
1/3/2015 18:29,66.5,0
1/3/2015 18:44,66.75,0
1/3/2015 18:59,67,0
1/3/2015 19:14,67.25,0
1/3/2015 19:29,67.5,0
1/3/2015 19:44,67.75,0
1/3/2015 19:59,68,0
1/3/2015 20:14,68.25,0
1/3/2015 20:29,68.5,0
1/3/2015 20:44,68.75,0
1/3/2015 20:59,69,0
1/3/2015 21:14,69.25,0
1/3/2015 21:29,69.5,0
1/3/2015 21:44,69.75,0
1/3/2015 21:59,70,0
1/3/2015 22:14,70.25,0
1/3/2015 22:29,70.5,0
1/3/2015 22:44,70.75,0
1/3/2015 22:59,71,0
1/3/2015 23:14,71.25,0
1/3/2015 23:29,71.5,0
1/3/2015 23:44,71.75,0
1/3/2015 23:59,72,0
1/4/2015 0:14,72.25,0
1/4/2015 0:29,72.5,0
1/4/2015 0:44,72.75,0
1/4/2015 0:59,73,0
1/4/2015 1:14,73.25,0
1/4/2015 1:29,73.5,0
1/4/2015 1:44,73.75,0
1/4/2015 1:59,74,0
1/4/2015 2:14,74.25,0
1/4/2015 2:29,74.5,0
1/4/2015 2:44,74.75,0
1/4/2015 2:59,75,0
1/4/2015 3:14,75.25,0
1/4/2015 3:29,75.5,0
1/4/2015 3:44,75.75,0
1/4/2015 3:59,76,0
1/4/2015 4:14,76.25,0
1/4/2015 4:29,76.5,0
1/4/2015 4:44,76.75,0
1/4/2015 4:59,77,0
1/4/2015 5:14,77.25,0
1/4/2015 5:29,77.5,0
1/4/2015 5:44,77.75,0
1/4/2015 5:59,78,0
1/4/2015 6:14,78.25,0
1/4/2015 6:29,78.5,0
1/4/2015 6:44,78.75,0
1/4/2015 6:59,79,0
1/4/2015 7:14,79.25,0
1/4/2015 7:29,79.5,0
1/4/2015 7:44,79.75,0
1/4/2015 7:59,80,0
1/4/2015 8:14,80.25,0
1/4/2015 8:29,80.5,0
1/4/2015 8:44,80.75,0
1/4/2015 8:59,81,0
1/4/2015 9:14,81.25,40
1/4/2015 9:29,81.5,40
1/4/2015 9:44,81.75,40
1/4/2015 9:59,82,40
1/4/2015 10:14,82.25,90
1/4/2015 10:29,82.5,90
1/4/2015 10:44,82.75,90
1/4/2015 10:59,83,90
1/4/2015 11:14,83.25,110
1/4/2015 11:29,83.5,110
1/4/2015 11:44,83.75,110
1/4/2015 11:59,84,110
1/4/2015 12:14,84.25,150
1/4/2015 12:29,84.5,150
1/4/2015 12:44,84.75,150
1/4/2015 12:59,85,150
1/4/2015 13:14,85.25,90
1/4/2015 13:29,85.5,90
1/4/2015 13:44,85.75,90
1/4/2015 13:59,86,90
1/4/2015 14:14,86.25,170
1/4/2015 14:29,86.5,170
1/4/2015 14:44,86.75,170
1/4/2015 14:59,87,170
1/4/2015 15:14,87.25,170
1/4/2015 15:29,87.5,170
1/4/2015 15:44,87.75,170
1/4/2015 15:59,88,170
1/4/2015 16:14,88.25,60
1/4/2015 16:29,88.5,60
1/4/2015 16:44,88.75,60
1/4/2015 16:59,89,60
1/4/2015 17:14,89.25,10
1/4/2015 17:29,89.5,10
1/4/2015 17:44,89.75,10
1/4/2015 17:59,90,10
1/4/2015 18:14,90.25,0
1/4/2015 18:29,90.5,0
1/4/2015 18:44,90.75,0
1/4/2015 18:59,91,0
1/4/2015 19:14,91.25,0
1/4/2015 19:29,91.5,0
1/4/2015 19:44,91.75,0
1/4/2015 19:59,92,0
1/4/2015 20:14,92.25,0
1/4/2015 20:29,92.5,0
1/4/2015 20:44,92.75,0
1/4/2015 20:59,93,0
1/4/2015 21:14,93.25,0
1/4/2015 21:29,93.5,0
1/4/2015 21:44,93.75,0
1/4/2015 21:59,94,0
1/4/2015 22:14,94.25,0
1/4/2015 22:29,94.5,0
1/4/2015 22:44,94.75,0
1/4/2015 22:59,95,0
1/4/2015 23:14,95.25,0
1/4/2015 23:29,95.5,0
1/4/2015 23:44,95.75,0
1/4/2015 23:59,96,0
1/5/2015 0:14,96.25,0
1/5/2015 0:29,96.5,0
1/5/2015 0:44,96.75,0
1/5/2015 0:59,97,0
1/5/2015 1:14,97.25,0
1/5/2015 1:29,97.5,0
1/5/2015 1:44,97.75,0
1/5/2015 1:59,98,0
1/5/2015 2:14,98.25,0
1/5/2015 2:29,98.5,0
1/5/2015 2:44,98.75,0
1/5/2015 2:59,99,0
1/5/2015 3:14,99.25,0
1/5/2015 3:29,99.5,0
1/5/2015 3:44,99.75,0
1/5/2015 3:59,100,0
1/5/2015 4:14,100.25,0
1/5/2015 4:29,100.5,0
1/5/2015 4:44,100.75,0
1/5/2015 4:59,101,0
1/5/2015 5:14,101.25,0
1/5/2015 5:29,101.5,0
1/5/2015 5:44,101.75,0
1/5/2015 5:59,102,0
1/5/2015 6:14,102.25,0
1/5/2015 6:29,102.5,0
1/5/2015 6:44,102.75,0
1/5/2015 6:59,103,0
1/5/2015 7:14,103.25,0
1/5/2015 7:29,103.5,0
1/5/2015 7:44,103.75,0
1/5/2015 7:59,104,0
1/5/2015 8:14,104.25,20
1/5/2015 8:29,104.5,20
1/5/2015 8:44,104.75,20
1/5/2015 8:59,105,20
1/5/2015 9:14,105.25,210
1/5/2015 9:29,105.5,210
1/5/2015 9:44,105.75,210
1/5/2015 9:59,106,210
1/5/2015 10:14,106.25,880
1/5/2015 10:29,106.5,880
1/5/2015 10:44,106.75,880
1/5/2015 10:59,107,880
1/5/2015 11:14,107.25,1225
1/5/2015 11:29,107.5,1225
1/5/2015 11:44,107.75,1225
1/5/2015 11:59,108,1225
1/5/2015 12:14,108.25,1523
1/5/2015 12:29,108.5,1523
1/5/2015 12:44,108.75,1523
1/5/2015 12:59,109,1523
1/5/2015 13:14,109.25,1042
1/5/2015 13:29,109.5,1042
1/5/2015 13:44,109.75,1042
1/5/2015 13:59,110,1042
1/5/2015 14:14,110.25,830
1/5/2015 14:29,110.5,830
1/5/2015 14:44,110.75,830
1/5/2015 14:59,111,830
1/5/2015 15:14,111.25,410
1/5/2015 15:29,111.5,410
1/5/2015 15:44,111.75,410
1/5/2015 15:59,112,410
1/5/2015 16:14,112.25,210
1/5/2015 16:29,112.5,210
1/5/2015 16:44,112.75,210
1/5/2015 16:59,113,210
1/5/2015 17:14,113.25,20
1/5/2015 17:29,113.5,20
1/5/2015 17:44,113.75,20
1/5/2015 17:59,114,20
1/5/2015 18:14,114.25,0
1/5/2015 18:29,114.5,0
1/5/2015 18:44,114.75,0
1/5/2015 18:59,115,0
1/5/2015 19:14,115.25,0
1/5/2015 19:29,115.5,0
1/5/2015 19:44,115.75,0
1/5/2015 19:59,116,0
1/5/2015 20:14,116.25,0
1/5/2015 20:29,116.5,0
1/5/2015 20:44,116.75,0
1/5/2015 20:59,117,0
1/5/2015 21:14,117.25,0
1/5/2015 21:29,117.5,0
1/5/2015 21:44,117.75,0
1/5/2015 21:59,118,0
1/5/2015 22:14,118.25,0
1/5/2015 22:29,118.5,0
1/5/2015 22:44,118.75,0
1/5/2015 22:59,119,0
1/5/2015 23:14,119.25,0
1/5/2015 23:29,119.5,0
1/5/2015 23:44,119.75,0
1/5/2015 23:59,120,0
1/6/2015 0:14,120.25,0
1/6/2015 0:29,120.5,0
1/6/2015 0:44,120.75,0
1/6/2015 0:59,121,0
1/6/2015 1:14,121.25,0
1/6/2015 1:29,121.5,0
1/6/2015 1:44,121.75,0
1/6/2015 1:59,122,0
1/6/2015 2:14,122.25,0
1/6/2015 2:29,122.5,0
1/6/2015 2:44,122.75,0
1/6/2015 2:59,123,0
1/6/2015 3:14,123.25,0
1/6/2015 3:29,123.5,0
1/6/2015 3:44,123.75,0
1/6/2015 3:59,124,0
1/6/2015 4:14,124.25,0
1/6/2015 4:29,124.5,0
1/6/2015 4:44,124.75,0
1/6/2015 4:59,125,0
1/6/2015 5:14,125.25,0
1/6/2015 5:29,125.5,0
1/6/2015 5:44,125.75,0
1/6/2015 5:59,126,0
1/6/2015 6:14,126.25,0
1/6/2015 6:29,126.5,0
1/6/2015 6:44,126.75,0
1/6/2015 6:59,127,0
1/6/2015 7:14,127.25,0
1/6/2015 7:29,127.5,0
1/6/2015 7:44,127.75,0
1/6/2015 7:59,128,0
1/6/2015 8:14,128.25,20
1/6/2015 8:29,128.5,20
1/6/2015 8:44,128.75,20
1/6/2015 8:59,129,20
1/6/2015 9:14,129.25,230
1/6/2015 9:29,129.5,230
1/6/2015 9:44,129.75,230
1/6/2015 9:59,130,230
1/6/2015 10:14,130.25,430
1/6/2015 10:29,130.5,430
1/6/2015 10:44,130.75,430
1/6/2015 10:59,131,430
1/6/2015 11:14,131.25,610
1/6/2015 11:29,131.5,610
1/6/2015 11:44,131.75,610
1/6/2015 11:59,132,610
1/6/2015 12:14,132.25,690
1/6/2015 12:29,132.5,690
1/6/2015 12:44,132.75,690
1/6/2015 12:59,133,690
1/6/2015 13:14,133.25,730
1/6/2015 13:29,133.5,730
1/6/2015 13:44,133.75,730
1/6/2015 13:59,134,730
1/6/2015 14:14,134.25,600
1/6/2015 14:29,134.5,600
1/6/2015 14:44,134.75,600
1/6/2015 14:59,135,600
1/6/2015 15:14,135.25,390
1/6/2015 15:29,135.5,390
1/6/2015 15:44,135.75,390
1/6/2015 15:59,136,390
1/6/2015 16:14,136.25,160
1/6/2015 16:29,136.5,160
1/6/2015 16:44,136.75,160
1/6/2015 16:59,137,160
1/6/2015 17:14,137.25,10
1/6/2015 17:29,137.5,10
1/6/2015 17:44,137.75,10
1/6/2015 17:59,138,10
1/6/2015 18:14,138.25,0
1/6/2015 18:29,138.5,0
1/6/2015 18:44,138.75,0
1/6/2015 18:59,139,0
1/6/2015 19:14,139.25,0
1/6/2015 19:29,139.5,0
1/6/2015 19:44,139.75,0
1/6/2015 19:59,140,0
1/6/2015 20:14,140.25,0
1/6/2015 20:29,140.5,0
1/6/2015 20:44,140.75,0
1/6/2015 20:59,141,0
1/6/2015 21:14,141.25,0
1/6/2015 21:29,141.5,0
1/6/2015 21:44,141.75,0
1/6/2015 21:59,142,0
1/6/2015 22:14,142.25,0
1/6/2015 22:29,142.5,0
1/6/2015 22:44,142.75,0
1/6/2015 22:59,143,0
1/6/2015 23:14,143.25,0
1/6/2015 23:29,143.5,0
1/6/2015 23:44,143.75,0
1/6/2015 23:59,144,0
1/7/2015 0:14,144.25,0
1/7/2015 0:29,144.5,0
1/7/2015 0:44,144.75,0
1/7/2015 0:59,145,0
1/7/2015 1:14,145.25,0
1/7/2015 1:29,145.5,0
1/7/2015 1:44,145.75,0
1/7/2015 1:59,146,0
1/7/2015 2:14,146.25,0
1/7/2015 2:29,146.5,0
1/7/2015 2:44,146.75,0
1/7/2015 2:59,147,0
1/7/2015 3:14,147.25,0
1/7/2015 3:29,147.5,0
1/7/2015 3:44,147.75,0
1/7/2015 3:59,148,0
1/7/2015 4:14,148.25,0
1/7/2015 4:29,148.5,0
1/7/2015 4:44,148.75,0
1/7/2015 4:59,149,0
1/7/2015 5:14,149.25,0
1/7/2015 5:29,149.5,0
1/7/2015 5:44,149.75,0
1/7/2015 5:59,150,0
1/7/2015 6:14,150.25,0
1/7/2015 6:29,150.5,0
1/7/2015 6:44,150.75,0
1/7/2015 6:59,151,0
1/7/2015 7:14,151.25,0
1/7/2015 7:29,151.5,0
1/7/2015 7:44,151.75,0
1/7/2015 7:59,152,0
1/7/2015 8:14,152.25,0
1/7/2015 8:29,152.5,0
1/7/2015 8:44,152.75,0
1/7/2015 8:59,153,0
1/7/2015 9:14,153.25,0
1/7/2015 9:29,153.5,0
1/7/2015 9:44,153.75,0
1/7/2015 9:59,154,0
1/7/2015 10:14,154.25,0
1/7/2015 10:29,154.5,0
1/7/2015 10:44,154.75,0
1/7/2015 10:59,155,0
1/7/2015 11:14,155.25,0
1/7/2015 11:29,155.5,0
1/7/2015 11:44,155.75,0
1/7/2015 11:59,156,0
1/7/2015 12:14,156.25,0
1/7/2015 12:29,156.5,0
1/7/2015 12:44,156.75,0
1/7/2015 12:59,157,0
1/7/2015 13:14,157.25,0
1/7/2015 13:29,157.5,0
1/7/2015 13:44,157.75,0
1/7/2015 13:59,158,0
1/7/2015 14:14,158.25,0
1/7/2015 14:29,158.5,0
1/7/2015 14:44,158.75,0
1/7/2015 14:59,159,0
1/7/2015 15:14,159.25,0
1/7/2015 15:29,159.5,0
1/7/2015 15:44,159.75,0
1/7/2015 15:59,160,0
1/7/2015 16:14,160.25,0
1/7/2015 16:29,160.5,0
1/7/2015 16:44,160.75,0
1/7/2015 16:59,161,0
1/7/2015 17:14,161.25,0
1/7/2015 17:29,161.5,0
1/7/2015 17:44,161.75,0
1/7/2015 17:59,162,0
1/7/2015 18:14,162.25,0
1/7/2015 18:29,162.5,0
1/7/2015 18:44,162.75,0
1/7/2015 18:59,163,0
1/7/2015 19:14,163.25,0
1/7/2015 19:29,163.5,0
1/7/2015 19:44,163.75,0
1/7/2015 19:59,164,0
1/7/2015 20:14,164.25,0
1/7/2015 20:29,164.5,0
1/7/2015 20:44,164.75,0
1/7/2015 20:59,165,0
1/7/2015 21:14,165.25,0
1/7/2015 21:29,165.5,0
1/7/2015 21:44,165.75,0
1/7/2015 21:59,166,0
1/7/2015 22:14,166.25,0
1/7/2015 22:29,166.5,0
1/7/2015 22:44,166.75,0
1/7/2015 22:59,167,0
1/7/2015 23:14,167.25,0
1/7/2015 23:29,167.5,0
1/7/2015 23:44,167.75,0
1/7/2015 23:59,168,0
1/8/2015 0:14,168.25,0
1/8/2015 0:29,168.5,0
1/8/2015 0:44,168.75,0
1/8/2015 0:59,169,0
1/8/2015 1:14,169.25,0
1/8/2015 1:29,169.5,0
1/8/2015 1:44,169.75,0
1/8/2015 1:59,170,0
1/8/2015 2:14,170.25,0
1/8/2015 2:29,170.5,0
1/8/2015 2:44,170.75,0
1/8/2015 2:59,171,0
1/8/2015 3:14,171.25,0
1/8/2015 3:29,171.5,0
1/8/2015 3:44,171.75,0
1/8/2015 3:59,172,0
1/8/2015 4:14,172.25,0
1/8/2015 4:29,172.5,0
1/8/2015 4:44,172.75,0
1/8/2015 4:59,173,0
1/8/2015 5:14,173.25,0
1/8/2015 5:29,173.5,0
1/8/2015 5:44,173.75,0
1/8/2015 5:59,174,0
1/8/2015 6:14,174.25,0
1/8/2015 6:29,174.5,0
1/8/2015 6:44,174.75,0
1/8/2015 6:59,175,0
1/8/2015 7:14,175.25,0
1/8/2015 7:29,175.5,0
1/8/2015 7:44,175.75,0
1/8/2015 7:59,176,0
1/8/2015 8:14,176.25,10
1/8/2015 8:29,176.5,10
1/8/2015 8:44,176.75,10
1/8/2015 8:59,177,10
1/8/2015 9:14,177.25,180
1/8/2015 9:29,177.5,180
1/8/2015 9:44,177.75,180
1/8/2015 9:59,178,180
1/8/2015 10:14,178.25,650
1/8/2015 10:29,178.5,650
1/8/2015 10:44,178.75,650
1/8/2015 10:59,179,650
1/8/2015 11:14,179.25,990
1/8/2015 11:29,179.5,990
1/8/2015 11:44,179.75,990
1/8/2015 11:59,180,990
1/8/2015 12:14,180.25,910
1/8/2015 12:29,180.5,910
1/8/2015 12:44,180.75,910
1/8/2015 12:59,181,910
1/8/2015 13:14,181.25,800
1/8/2015 13:29,181.5,800
1/8/2015 13:44,181.75,800
1/8/2015 13:59,182,800
1/8/2015 14:14,182.25,610
1/8/2015 14:29,182.5,610
1/8/2015 14:44,182.75,610
1/8/2015 14:59,183,610
1/8/2015 15:14,183.25,410
1/8/2015 15:29,183.5,410
1/8/2015 15:44,183.75,410
1/8/2015 15:59,184,410
1/8/2015 16:14,184.25,150
1/8/2015 16:29,184.5,150
1/8/2015 16:44,184.75,150
1/8/2015 16:59,185,150
1/8/2015 17:14,185.25,10
1/8/2015 17:29,185.5,10
1/8/2015 17:44,185.75,10
1/8/2015 17:59,186,10
1/8/2015 18:14,186.25,0
1/8/2015 18:29,186.5,0
1/8/2015 18:44,186.75,0
1/8/2015 18:59,187,0
1/8/2015 19:14,187.25,0
1/8/2015 19:29,187.5,0
1/8/2015 19:44,187.75,0
1/8/2015 19:59,188,0
1/8/2015 20:14,188.25,0
1/8/2015 20:29,188.5,0
1/8/2015 20:44,188.75,0
1/8/2015 20:59,189,0
1/8/2015 21:14,189.25,0
1/8/2015 21:29,189.5,0
1/8/2015 21:44,189.75,0
1/8/2015 21:59,190,0
1/8/2015 22:14,190.25,0
1/8/2015 22:29,190.5,0
1/8/2015 22:44,190.75,0
1/8/2015 22:59,191,0
1/8/2015 23:14,191.25,0
1/8/2015 23:29,191.5,0
1/8/2015 23:44,191.75,0
1/8/2015 23:59,192,0
1/9/2015 0:14,192.25,0
1/9/2015 0:29,192.5,0
1/9/2015 0:44,192.75,0
1/9/2015 0:59,193,0
1/9/2015 1:14,193.25,0
1/9/2015 1:29,193.5,0
1/9/2015 1:44,193.75,0
1/9/2015 1:59,194,0
1/9/2015 2:14,194.25,0
1/9/2015 2:29,194.5,0
1/9/2015 2:44,194.75,0
1/9/2015 2:59,195,0
1/9/2015 3:14,195.25,0
1/9/2015 3:29,195.5,0
1/9/2015 3:44,195.75,0
1/9/2015 3:59,196,0
1/9/2015 4:14,196.25,0
1/9/2015 4:29,196.5,0
1/9/2015 4:44,196.75,0
1/9/2015 4:59,197,0
1/9/2015 5:14,197.25,0
1/9/2015 5:29,197.5,0
1/9/2015 5:44,197.75,0
1/9/2015 5:59,198,0
1/9/2015 6:14,198.25,0
1/9/2015 6:29,198.5,0
1/9/2015 6:44,198.75,0
1/9/2015 6:59,199,0
1/9/2015 7:14,199.25,0
1/9/2015 7:29,199.5,0
1/9/2015 7:44,199.75,0
1/9/2015 7:59,200,0
1/9/2015 8:14,200.25,10
1/9/2015 8:29,200.5,10
1/9/2015 8:44,200.75,10
1/9/2015 8:59,201,10
1/9/2015 9:14,201.25,160
1/9/2015 9:29,201.5,160
1/9/2015 9:44,201.75,160
1/9/2015 9:59,202,160
1/9/2015 10:14,202.25,290
1/9/2015 10:29,202.5,290
1/9/2015 10:44,202.75,290
1/9/2015 10:59,203,290
1/9/2015 11:14,203.25,610
1/9/2015 11:29,203.5,610
1/9/2015 11:44,203.75,610
1/9/2015 11:59,204,610
1/9/2015 12:14,204.25,720
1/9/2015 12:29,204.5,720
1/9/2015 12:44,204.75,720
1/9/2015 12:59,205,720
1/9/2015 13:14,205.25,750
1/9/2015 13:29,205.5,750
1/9/2015 13:44,205.75,750
1/9/2015 13:59,206,750
1/9/2015 14:14,206.25,740
1/9/2015 14:29,206.5,740
1/9/2015 14:44,206.75,740
1/9/2015 14:59,207,740
1/9/2015 15:14,207.25,620
1/9/2015 15:29,207.5,620
1/9/2015 15:44,207.75,620
1/9/2015 15:59,208,620
1/9/2015 16:14,208.25,240
1/9/2015 16:29,208.5,240
1/9/2015 16:44,208.75,240
1/9/2015 16:59,209,240
1/9/2015 17:14,209.25,20
1/9/2015 17:29,209.5,20
1/9/2015 17:44,209.75,20
1/9/2015 17:59,210,20
1/9/2015 18:14,210.25,0
1/9/2015 18:29,210.5,0
1/9/2015 18:44,210.75,0
1/9/2015 18:59,211,0
